Rev 0,Rev 1,Rev 2,Rev 3,Rev 4,Rev 5
6,8,11,3,01:18.7,78737
6,8,12,3,01:19.7,79682
6,8,13,3,01:20.5,80456
6,8,14,3,01:19.4,79392
6,8,15,7,01:35.8,95791
6,8,16,7,01:22.5,82529
6,8,17,7,01:19.3,79305
6,8,18,7,01:18.3,78345
6,8,19,6,01:18.2,78154
6,8,20,6,01:17.4,77428
6,8,21,4,01:17.6,77615
6,8,22,3,01:17.3,77301
6,8,23,3,01:17.2,77177
6,8,24,3,01:16.9,76903
6,8,25,3,01:16.8,76765
6,8,26,3,01:17.0,76954
6,8,27,3,01:16.5,76510
6,8,28,3,01:16.4,76414
6,8,29,3,01:16.4,76420
6,8,30,3,01:16.4,76363
6,8,31,3,01:16.0,75951
6,8,32,3,01:16.2,76222
6,8,33,3,01:16.1,76070
6,8,34,3,01:15.9,75883
6,8,35,3,01:15.8,75846
6,8,36,3,01:16.1,76131
6,8,37,3,01:16.0,75988
6,8,38,3,01:15.8,75806
6,8,39,3,01:16.0,75960
6,8,40,3,01:15.9,75942
6,8,41,3,01:16.0,75966
6,8,42,3,01:16.6,76644
6,8,43,3,01:16.0,75963
6,8,44,3,01:15.7,75686
6,8,45,3,01:16.6,76552
6,8,46,3,01:15.9,75914
6,8,47,3,01:15.4,75382
6,8,48,3,01:15.8,75816
6,8,49,3,01:15.9,75932
6,8,50,2,01:15.7,75722
6,8,51,2,01:15.5,75535
6,8,52,1,01:16.0,76035
6,8,53,5,01:34.8,94842
6,8,54,5,01:19.4,79412
6,8,55,5,01:15.6,75630
6,8,56,3,01:15.5,75466
6,8,57,3,01:16.6,76583
6,8,58,3,01:17.4,77397
6,8,59,3,01:17.0,77034
6,8,60,3,01:17.0,76998
6,8,61,3,01:17.5,77546
6,8,62,3,01:17.1,77111
6,8,63,3,01:17.1,77136
6,8,64,3,01:16.9,76942
6,8,65,3,01:16.6,76597
6,8,66,3,01:16.5,76546
6,8,67,3,01:16.5,76460
6,8,68,3,01:16.4,76393
6,8,69,3,01:16.9,76858
6,8,70,3,01:17.2,77165
6,8,71,3,01:16.3,76347
6,8,72,3,01:16.3,76318
6,8,73,3,01:16.7,76722
6,8,74,3,01:16.6,76612
6,8,75,3,01:16.8,76753
6,8,76,3,01:16.6,76573
6,8,77,3,01:17.6,77550
6,8,78,3,01:19.7,79704
6,9,1,17,01:39.8,99754
6,9,2,20,01:56.1,116114
6,9,3,20,01:25.9,85863
6,9,4,20,01:20.0,80003
6,9,5,20,01:19.1,79141
6,9,6,20,01:18.8,78802
6,9,7,20,01:18.5,78454
6,9,8,20,01:18.8,78752
6,9,9,20,01:18.6,78635
6,9,10,19,01:19.1,79050
6,9,11,16,01:19.7,79696
6,9,12,16,01:19.3,79325
6,9,13,16,01:18.6,78562
6,9,14,16,01:18.2,78198
6,9,15,16,01:18.3,78292
6,9,16,15,01:19.2,79233
6,9,17,15,01:18.0,78047
6,9,18,15,01:18.0,78035
6,9,19,15,01:17.7,77731
6,9,20,15,01:17.9,77862
6,9,21,15,01:17.8,77811
6,9,22,15,01:18.3,78343
6,9,23,15,01:18.0,78035
6,9,24,15,01:17.7,77684
6,9,25,15,01:17.6,77558
6,9,26,15,01:18.5,78475
6,9,27,15,01:17.9,77932
6,9,28,15,01:17.6,77642
6,2,1,16,01:38.3,98340
6,2,2,16,01:22.3,82301
6,2,3,16,01:21.0,80996
6,2,4,16,01:20.6,80637
6,2,5,16,01:20.2,80161
6,2,6,16,01:20.4,80360
6,2,7,16,01:21.7,81747
6,2,8,16,01:23.5,83464
6,2,9,16,01:24.1,84076
6,2,10,14,01:21.2,81192
6,2,11,12,01:21.1,81136
6,2,12,12,01:19.3,79281
6,2,13,12,01:18.7,78727
6,2,14,12,01:17.8,77840
6,2,15,12,01:18.1,78077
6,2,16,12,01:17.8,77794
6,2,17,12,01:17.9,77943
6,2,18,12,01:17.7,77672
6,2,19,12,01:17.8,77796
6,2,20,12,01:17.5,77490
6,2,21,12,01:17.5,77538
6,2,22,12,01:17.5,77515
6,2,23,12,01:17.7,77658
6,2,24,12,01:17.7,77743
6,2,25,12,01:18.0,77995
6,2,26,12,01:17.4,77446
6,2,27,12,01:17.8,77796
6,2,28,12,01:19.2,79204
6,2,29,12,01:18.6,78634
6,2,30,12,01:18.3,78313
6,2,31,12,01:17.9,77881
6,2,32,12,01:17.7,77693
6,2,33,12,01:17.5,77503
6,2,34,12,01:17.3,77258
6,2,35,11,01:17.1,77092
6,2,36,11,01:17.2,77204
6,2,37,11,01:17.0,77042
6,2,38,11,01:16.6,76624
6,2,39,11,01:16.9,76856
6,2,40,11,01:16.9,76870
6,2,41,11,01:16.4,76439
6,2,42,13,01:34.4,94418
6,2,43,14,01:21.4,81412
6,2,44,14,01:17.0,77046
6,2,45,14,01:16.9,76896
6,2,46,14,01:16.7,76741
6,2,47,14,01:16.7,76675
6,2,48,14,01:16.5,76489
6,2,49,13,01:16.3,76268
6,2,50,13,01:16.5,76464
6,2,51,13,01:16.4,76431
6,2,52,12,01:17.5,77484
6,2,53,12,01:17.0,76982
6,2,54,12,01:16.9,76895
6,2,55,12,01:17.1,77115
6,2,56,12,01:17.1,77058
6,2,57,11,01:17.3,77251
6,2,58,11,01:17.0,77043
6,2,59,11,01:17.4,77445
6,2,60,11,01:17.9,77885
6,2,61,11,01:20.3,80251
6,2,62,11,01:17.4,77355
6,2,63,11,01:17.9,77933
6,2,64,11,01:18.4,78387
6,2,65,11,01:18.4,78363
6,2,66,11,01:18.1,78141
6,2,67,11,01:20.2,80232
6,2,68,11,01:23.0,82975
6,2,69,12,01:26.8,86781
6,2,70,12,01:21.0,81005
6,2,71,12,01:19.1,79143
6,2,72,12,01:18.8,78785
6,2,73,12,01:18.5,78544
6,2,74,12,01:18.4,78385
6,2,75,12,01:21.2,81215
6,2,76,12,01:19.3,79296
6,2,77,11,01:19.1,79120
6,4,1,9,01:32.7,92730
6,4,2,9,01:21.1,81143
6,4,3,9,01:19.9,79908
6,4,4,9,01:18.6,78643
6,4,5,9,01:18.4,78383
6,4,6,9,01:18.7,78674
6,4,7,9,01:20.6,80629
6,4,8,9,01:20.6,80582
6,4,9,9,01:21.2,81212
6,4,10,8,01:23.0,83006
6,4,11,8,01:19.6,79583
6,4,12,8,01:19.2,79183
6,4,13,8,01:17.8,77773
6,4,14,8,01:18.1,78128
6,4,15,8,01:17.8,77849
6,4,16,8,01:19.7,79743
6,4,17,8,01:19.6,79596
6,4,18,8,01:18.2,78241
6,4,19,7,01:18.4,78372
6,4,20,7,01:17.5,77520
6,4,21,5,01:17.4,77445
6,4,22,4,01:17.6,77610
6,4,23,4,01:16.9,76947
6,4,24,4,01:16.9,76924
6,4,25,4,01:16.8,76787
6,4,26,4,01:17.3,77255
6,4,27,4,01:16.6,76624
6,4,28,9,01:33.8,93846
6,4,29,11,01:21.9,81889
6,4,30,11,01:17.9,77942
6,4,31,11,01:17.7,77664
6,4,32,11,01:17.2,77185
6,4,33,11,01:17.3,77340
6,4,34,11,01:16.9,76860
6,4,35,10,01:17.3,77254
6,4,36,10,01:17.2,77200
6,4,37,10,01:17.2,77232
6,4,38,10,01:16.9,76927
6,4,39,10,01:16.7,76692
6,4,40,10,01:16.9,76883
6,4,41,10,01:16.7,76740
6,4,42,10,01:16.7,76742
6,4,43,10,01:16.8,76818
6,4,44,10,01:16.9,76909
6,4,45,10,01:16.5,76521
6,4,46,10,01:16.7,76697
6,4,47,10,01:17.0,76996
6,4,48,10,01:16.5,76482
6,4,49,10,01:16.5,76456
6,4,50,9,01:16.5,76465
6,4,51,9,01:17.5,77544
6,4,52,7,01:16.7,76694
6,4,53,7,01:16.4,76354
6,4,54,7,01:15.4,75409
6,4,55,7,01:15.4,75444
6,4,56,7,01:15.7,75707
6,4,57,7,01:15.7,75702
6,4,58,7,01:15.8,75796
6,4,59,7,01:16.3,76277
6,4,60,7,01:16.1,76108
6,4,61,7,01:15.6,75632
6,4,62,7,01:15.5,75511
6,4,63,7,01:15.7,75732
6,4,64,7,01:15.4,75371
6,4,65,6,01:15.5,75531
6,4,66,7,01:29.7,89725
6,4,67,7,01:20.7,80712
6,4,68,7,01:16.2,76204
6,4,69,7,01:16.2,76218
6,4,70,7,01:17.0,77034
6,4,71,7,01:16.1,76056
6,4,72,7,01:15.9,75851
6,4,73,7,01:15.7,75725
6,4,74,7,01:15.7,75681
6,4,75,7,01:15.9,75917
6,4,76,7,01:16.6,76617
6,4,77,7,01:15.5,75542
6,4,78,7,01:19.8,79797
6,12,1,11,01:34.8,94786
6,12,2,11,01:21.7,81749
6,12,3,11,01:20.3,80348
6,12,4,11,01:19.5,79473
6,12,5,11,01:19.4,79372
6,12,6,11,01:18.9,78868
6,12,7,11,01:18.5,78514
6,12,8,11,01:19.4,79432
6,12,9,11,01:20.8,80796
6,12,10,10,01:23.2,83214
6,15,1,19,01:41.2,101170
6,15,2,18,01:26.8,86817
6,15,3,18,01:20.6,80597
6,15,4,18,01:20.0,79970
6,15,5,18,01:19.1,79109
6,15,6,18,01:19.0,79040
6,15,7,18,01:20.0,79956
6,15,8,18,01:22.4,82391
6,15,9,18,01:24.0,84033
6,15,10,17,01:24.3,84350
6,15,11,14,01:24.8,84841
6,15,12,14,01:20.9,80902
6,15,13,14,01:18.9,78909
6,15,14,14,01:18.5,78482
6,15,15,14,01:18.5,78471
6,15,16,13,01:19.0,79011
6,15,17,13,01:18.2,78228
6,15,18,13,01:18.2,78152
6,15,19,13,01:17.9,77861
6,15,20,13,01:17.9,77927
6,15,21,13,01:17.7,77689
6,15,22,13,01:17.8,77773
6,15,23,13,01:17.7,77665
6,15,24,13,01:17.6,77596
6,15,25,13,01:17.6,77585
6,15,26,13,01:17.7,77726
6,15,27,13,01:17.9,77851
6,15,28,13,01:17.6,77553
6,15,29,13,01:17.6,77554
6,15,30,13,01:17.6,77625
6,15,31,13,01:17.5,77537
6,15,32,13,01:17.5,77503
6,15,33,13,01:17.2,77204
6,15,34,13,01:16.9,76924
6,15,35,13,01:17.2,77151
6,15,36,13,01:18.1,78115
6,15,37,13,01:17.7,77743
6,15,38,13,01:17.3,77284
6,15,39,13,01:17.2,77242
6,15,40,13,01:17.2,77241
6,15,41,13,01:17.3,77306
6,15,42,12,01:17.1,77096
6,15,43,12,01:16.8,76801
6,15,44,12,01:16.8,76757
6,15,45,12,01:19.9,79901
6,15,46,12,01:17.5,77456
6,15,47,12,01:16.9,76879
6,15,48,12,01:16.8,76813
6,15,49,15,01:31.9,91943
6,15,50,15,01:21.9,81863
6,15,51,15,01:17.3,77278
6,15,52,14,01:17.2,77192
6,15,53,13,01:16.6,76553
6,15,54,13,01:16.4,76407
6,15,55,13,01:16.4,76420
6,15,56,13,01:16.1,76143
6,15,57,12,01:16.0,76011
6,15,58,12,01:16.1,76145
6,15,59,12,01:16.0,76030
6,15,60,12,01:16.3,76319
6,15,61,12,01:16.5,76463
6,15,62,12,01:16.6,76557
6,15,63,12,01:16.4,76439
6,15,64,12,01:17.3,77284
6,15,65,13,01:32.1,92093
6,15,66,13,01:22.2,82173
6,15,67,13,01:17.6,77610
6,15,68,13,01:17.0,77041
6,15,69,13,01:17.5,77533
6,15,70,14,01:20.6,80571
6,15,71,14,01:19.9,79931
6,15,72,14,01:19.3,79302
6,15,73,14,01:20.7,80705
6,15,74,14,01:19.6,79583
6,15,75,14,01:18.0,78015
6,15,76,14,01:18.8,78845
6,15,77,13,01:20.6,80633
6,10,1,20,01:41.9,101910
6,10,2,19,01:27.1,87055
6,10,3,19,01:21.5,81546
6,10,4,19,01:19.8,79830
6,10,5,19,01:19.3,79306
6,10,6,19,01:19.0,79017
6,10,7,19,01:19.0,79027
6,10,8,19,01:22.1,82070
6,10,9,19,01:23.8,83829
6,10,10,18,01:24.4,84387
6,10,11,15,01:25.0,84962
6,10,12,15,01:21.5,81478
6,10,13,15,01:19.1,79142
6,10,14,15,01:18.5,78490
6,10,15,15,01:18.5,78478
6,10,16,14,01:19.7,79715
6,10,17,14,01:18.4,78404
6,10,18,14,01:18.2,78162
6,10,19,14,01:18.3,78254
6,10,20,14,01:18.1,78068
6,10,21,14,01:17.7,77715
6,10,22,14,01:17.9,77892
6,10,23,14,01:17.9,77879
6,10,24,14,01:17.7,77680
6,10,25,14,01:18.0,77986
6,10,26,14,01:18.1,78063
6,10,27,14,01:17.4,77385
6,10,28,14,01:17.5,77489
6,10,29,14,01:17.9,77889
6,10,30,14,01:17.4,77423
6,10,31,14,01:17.2,77205
6,10,32,14,01:17.2,77168
6,10,33,14,01:17.1,77087
6,10,34,14,01:17.1,77056
6,10,35,14,01:18.5,78495
6,10,36,14,01:17.8,77756
6,10,37,14,01:17.5,77461
6,10,38,14,01:17.2,77154
6,10,39,14,01:17.0,77046
6,10,40,14,01:17.0,76985
6,10,41,14,01:18.6,78578
6,10,42,14,01:18.2,78168
6,10,43,13,01:16.6,76584
6,10,44,13,01:16.7,76687
6,10,45,13,01:17.0,76987
6,10,46,13,01:16.8,76833
6,10,47,13,01:16.8,76825
6,10,48,13,01:16.9,76916
6,10,49,12,01:16.7,76680
6,10,50,12,01:16.4,76405
6,10,51,12,01:16.5,76517
6,10,52,11,01:18.2,78184
6,10,53,11,01:17.1,77060
6,10,54,11,01:17.5,77481
6,10,55,11,01:17.3,77326
6,10,56,11,01:16.9,76875
6,10,57,13,01:32.6,92587
6,10,58,13,01:22.3,82267
6,10,59,13,01:16.8,76783
6,10,60,13,01:16.2,76217
6,10,61,13,01:16.4,76385
6,10,62,13,01:16.4,76405
6,10,63,13,01:16.4,76364
6,10,64,13,01:16.6,76633
6,10,65,12,01:16.9,76872
6,10,66,12,01:16.9,76937
6,10,67,12,01:16.6,76558
6,10,68,12,01:21.9,81950
6,10,69,11,01:20.1,80130
6,10,70,11,01:16.6,76556
6,10,71,11,01:16.6,76597
6,10,72,11,01:16.1,76066
6,10,73,11,01:16.7,76747
6,10,74,11,01:16.6,76605
6,10,75,11,01:18.1,78096
6,10,76,11,01:19.5,79545
6,10,77,10,01:21.6,81648
6,7,1,13,01:36.0,95978
6,7,2,13,01:22.1,82086
6,7,3,13,01:21.0,80981
6,7,4,13,01:20.2,80152
6,7,5,13,01:19.5,79534
6,7,6,13,01:19.1,79063
6,7,7,13,01:19.1,79077
6,7,8,13,01:19.4,79357
6,7,9,13,01:19.4,79399
6,7,10,12,01:21.6,81640
6,7,11,10,01:20.1,80143
6,7,12,10,01:20.2,80182
6,7,13,10,01:18.8,78843
6,7,14,10,01:18.6,78621
6,7,15,10,01:18.8,78751
6,7,16,10,01:18.7,78709
6,7,17,10,01:19.4,79360
6,7,18,10,01:18.7,78656
6,7,19,10,01:18.8,78764
6,7,20,10,01:18.2,78242
6,7,21,10,01:18.6,78566
6,7,22,10,01:18.9,78928
6,7,23,10,01:18.9,78893
6,7,24,10,01:18.7,78674
6,7,25,10,01:18.0,77950
6,7,26,10,01:17.9,77932
6,7,27,10,01:17.9,77876
6,7,28,10,01:18.0,78033
6,7,29,9,01:17.9,77900
6,7,30,9,01:17.7,77716
6,7,31,9,01:17.4,77357
6,7,32,9,01:17.8,77821
6,7,33,9,01:17.3,77338
6,7,34,9,01:17.3,77281
6,7,35,8,01:17.1,77110
6,7,36,8,01:17.1,77140
6,7,37,8,01:17.0,76992
6,7,38,8,01:16.8,76795
6,7,39,8,01:16.5,76456
6,7,40,8,01:16.6,76590
6,7,41,8,01:17.4,77366
6,7,42,8,01:16.6,76612
6,7,43,8,01:16.6,76589
6,7,44,8,01:16.6,76581
6,7,45,8,01:16.6,76560
6,7,46,8,01:16.5,76532
6,7,47,8,01:16.2,76178
6,7,48,8,01:16.5,76457
6,7,49,8,01:16.6,76609
6,7,50,10,01:32.7,92664
6,7,51,10,01:21.2,81194
6,7,52,9,01:18.0,77975
6,7,53,8,01:17.2,77183
6,7,54,8,01:16.9,76939
6,7,55,8,01:17.1,77128
6,7,56,8,01:18.1,78105
6,7,57,8,01:16.8,76839
6,7,58,8,01:16.9,76944
6,7,59,8,01:16.9,76879
6,7,60,8,01:17.3,77285
6,7,61,8,01:16.7,76738
6,7,62,8,01:16.6,76619
6,7,63,8,01:17.4,77357
6,7,64,8,01:18.4,78369
6,7,65,8,01:16.9,76911
6,7,66,8,01:16.8,76768
6,7,67,8,01:17.0,77047
6,7,68,8,01:17.0,76953
6,7,69,8,01:16.8,76773
6,7,70,8,01:17.1,77101
6,7,71,8,01:16.7,76721
6,7,72,8,01:16.9,76875
6,7,73,8,01:16.8,76797
6,7,74,8,01:17.1,77062
6,7,75,8,01:17.2,77166
6,7,76,8,01:16.9,76947
6,7,77,8,01:17.0,77016
6,7,78,8,01:18.7,78699
6,67,1,12,01:35.3,95343
6,67,2,12,01:21.9,81862
6,67,3,12,01:20.5,80468
6,67,4,12,01:19.7,79667
6,67,5,12,01:19.2,79237
6,67,6,12,01:19.0,78961
6,67,7,12,01:18.6,78582
6,67,8,12,01:19.4,79397
6,67,9,12,01:20.4,80407
6,67,10,11,01:22.8,82759
6,17,1,8,01:32.1,92134
6,17,2,8,01:20.7,80663
6,17,3,8,01:19.4,79448
6,17,4,8,01:18.6,78601
6,17,5,8,01:18.5,78549
6,17,6,8,01:19.4,79413
6,17,7,8,01:20.8,80785
6,17,8,8,01:20.5,80475
6,17,9,8,01:21.2,81211
6,17,10,7,01:23.2,83170
6,17,11,7,01:18.0,78033
6,17,12,7,01:18.5,78537
6,17,13,7,01:17.6,77579
6,17,14,7,01:17.2,77176
6,17,15,6,01:17.0,76989
6,17,16,5,01:16.9,76861
6,17,17,5,01:17.8,77755
6,17,18,4,01:16.8,76794
6,17,19,4,01:16.6,76580
6,17,20,3,01:16.5,76505
6,17,21,2,01:16.6,76596
6,17,22,5,01:32.8,92774
6,17,23,6,01:21.6,81596
6,17,24,6,01:17.3,77261
6,17,25,6,01:17.0,77013
6,17,26,6,01:16.6,76575
6,17,27,6,01:16.6,76595
6,17,28,5,01:16.8,76753
6,17,29,5,01:16.6,76646
6,17,30,5,01:16.3,76274
6,17,31,5,01:16.2,76182
6,17,32,5,01:16.2,76166
6,17,33,5,01:16.2,76191
6,17,34,5,01:15.8,75849
6,17,35,5,01:15.8,75799
6,17,36,5,01:16.1,76091
6,17,37,5,01:15.8,75824
6,17,38,5,01:16.0,76048
6,17,39,5,01:15.8,75770
6,17,40,5,01:16.0,76025
6,17,41,5,01:16.3,76311
6,17,42,5,01:15.6,75567
6,17,43,5,01:16.6,76590
6,17,44,5,01:16.3,76314
6,17,45,5,01:15.3,75321
6,17,46,5,01:15.4,75414
6,17,47,5,01:15.7,75652
6,17,48,5,01:15.8,75825
6,17,49,5,01:15.4,75369
6,17,50,4,01:15.9,75901
6,17,51,4,01:16.7,76685
6,17,52,4,01:15.6,75626
6,17,53,3,01:16.9,76924
6,17,54,3,01:16.5,76454
6,17,55,3,01:15.8,75797
6,17,56,5,01:31.7,91669
6,17,57,6,01:21.2,81222
6,17,58,6,01:17.4,77388
6,17,59,6,01:16.9,76925
6,17,60,6,01:16.6,76579
6,17,61,6,01:17.2,77206
6,17,62,6,01:17.7,77683
6,17,63,6,01:16.5,76509
6,17,64,6,01:16.2,76176
6,17,65,5,01:16.6,76601
6,17,66,5,01:15.8,75841
6,17,67,5,01:17.3,77328
6,17,68,5,01:16.2,76164
6,17,69,5,01:15.9,75873
6,17,70,5,01:18.5,78478
6,17,71,5,01:16.2,76152
6,17,72,5,01:16.7,76665
6,17,73,5,01:16.6,76558
6,17,74,5,01:16.7,76703
6,17,75,5,01:16.3,76257
6,17,76,5,01:17.0,76974
6,17,77,5,01:17.0,76956
6,17,78,5,01:17.1,77069
6,20,1,4,01:28.6,88625
6,20,2,4,01:20.3,80275
6,20,3,4,01:19.5,79482
6,20,4,4,01:18.5,78493
6,20,5,4,01:19.3,79294
6,20,6,4,01:19.9,79878
6,20,7,4,01:21.2,81229
6,20,8,4,01:20.8,80755
6,20,9,4,01:21.3,81263
6,20,10,15,01:44.1,104054
6,20,11,13,01:24.3,84275
6,20,12,13,01:19.3,79348
6,20,13,13,01:17.7,77750
6,20,14,13,01:17.9,77881
6,20,15,13,01:17.6,77634
6,3,1,6,01:30.3,90344
6,3,2,6,01:20.4,80431
6,3,3,6,01:19.0,79007
6,3,4,6,01:18.9,78901
6,3,5,6,01:18.9,78903
6,3,6,6,01:19.4,79418
6,3,7,5,01:20.5,80464
6,3,8,5,01:20.7,80677
6,3,9,5,01:21.2,81239
6,3,10,4,01:21.2,81175
6,3,11,4,01:17.1,77059
6,3,12,4,01:17.2,77185
6,3,13,4,01:16.6,76619
6,3,14,4,01:16.4,76373
6,3,15,3,01:16.3,76319
6,3,16,2,01:16.2,76187
6,3,17,2,01:17.3,77306
6,3,18,5,01:34.9,94872
6,3,19,8,01:23.3,83328
6,3,20,8,01:18.3,78297
6,3,21,8,01:18.5,78530
6,3,22,7,01:17.7,77680
6,3,23,7,01:19.2,79158
6,3,24,7,01:18.2,78161
6,3,25,7,01:17.8,77817
6,3,26,7,01:17.4,77425
6,3,27,7,01:16.9,76878
6,3,28,6,01:16.9,76944
6,3,29,6,01:16.9,76922
6,3,30,6,01:17.1,77056
6,3,31,6,01:16.8,76827
6,3,32,6,01:16.7,76697
6,3,33,6,01:16.4,76435
6,3,34,6,01:16.5,76454
6,3,35,6,01:16.5,76529
6,3,36,6,01:16.7,76742
6,3,37,6,01:16.4,76388
6,3,38,6,01:16.3,76275
6,3,39,6,01:16.4,76425
6,3,40,6,01:16.5,76476
6,3,41,6,01:16.1,76080
6,3,42,6,01:16.3,76255
6,3,43,6,01:16.6,76569
6,3,44,6,01:16.8,76802
6,3,45,6,01:16.8,76827
6,3,46,6,01:16.2,76247
6,3,47,6,01:15.9,75872
6,3,48,6,01:15.8,75772
6,3,49,6,01:15.8,75837
6,3,50,6,01:16.3,76285
6,3,51,6,01:16.1,76117
6,3,52,6,01:16.4,76384
6,3,53,6,01:17.7,77679
6,3,54,6,01:16.9,76927
6,3,55,6,01:16.5,76529
6,3,56,6,01:16.0,75999
6,3,57,5,01:18.2,78205
6,3,58,5,01:16.8,76781
6,3,59,5,01:16.4,76361
6,3,60,5,01:16.4,76437
6,3,61,5,01:18.6,78567
6,3,62,5,01:16.4,76431
6,3,63,5,01:16.6,76562
6,3,64,5,01:16.7,76712
6,3,65,7,01:32.7,92733
6,3,66,6,01:19.8,79809
6,3,67,6,01:16.5,76486
6,3,68,6,01:16.6,76583
6,3,69,6,01:16.3,76336
6,3,70,6,01:16.3,76273
6,3,71,6,01:16.7,76704
6,3,72,6,01:16.8,76844
6,3,73,6,01:17.2,77213
6,3,74,6,01:17.5,77457
6,3,75,6,01:16.6,76552
6,3,76,6,01:16.9,76934
6,3,77,6,01:16.4,76355
6,3,78,6,01:17.4,77429
6,6,1,10,01:33.8,93830
6,6,2,10,01:21.3,81267
6,6,3,10,01:20.2,80218
6,6,4,10,01:19.3,79289
6,6,5,10,01:18.7,78704
6,6,6,10,01:18.6,78559
6,6,7,10,01:19.6,79577
6,6,8,10,01:20.2,80197
6,6,9,10,01:21.0,81029
6,6,10,9,01:23.0,82966
6,6,11,9,01:19.7,79703
6,6,12,9,01:20.0,80024
6,6,13,9,01:18.5,78494
6,6,14,9,01:18.3,78325
6,6,15,9,01:18.2,78203
6,6,16,9,01:18.7,78717
6,6,17,9,01:19.9,79858
6,6,18,9,01:18.4,78380
6,6,19,9,01:19.2,79166
6,6,20,9,01:19.0,79023
6,6,21,9,01:18.7,78684
6,6,22,9,01:19.9,79910
6,6,23,9,01:18.4,78413
6,6,24,9,01:18.1,78131
6,6,25,9,01:17.9,77948
6,6,26,9,01:17.6,77557
6,6,27,9,01:17.8,77820
6,6,28,8,01:17.7,77673
6,6,29,8,01:17.3,77337
6,6,30,8,01:17.2,77160
6,6,31,8,01:17.0,76963
6,6,32,8,01:16.8,76761
6,6,33,8,01:16.4,76427
6,6,34,8,01:16.8,76807
6,6,35,12,01:35.0,94979
6,6,36,12,01:21.6,81562
6,6,37,12,01:17.4,77418
6,6,38,12,01:16.8,76849
6,6,39,12,01:16.8,76841
6,6,40,12,01:17.0,76968
6,6,41,12,01:16.8,76794
6,6,42,11,01:16.7,76655
6,6,43,11,01:16.6,76596
6,6,44,11,01:16.4,76382
6,6,45,11,01:16.3,76339
6,6,46,11,01:16.2,76241
6,6,47,11,01:16.1,76117
6,6,48,11,01:17.4,77375
6,6,49,11,01:16.1,76141
6,6,50,11,01:19.8,79821
6,6,51,11,01:19.0,78973
6,6,52,10,01:18.5,78521
6,6,53,10,01:19.5,79527
6,6,54,10,01:17.7,77722
6,6,55,10,01:17.7,77684
6,6,56,10,01:17.2,77152
6,6,57,10,01:17.0,77023
6,6,58,10,01:17.0,76955
6,6,59,10,01:16.7,76669
6,6,60,10,01:16.6,76617
6,6,61,10,01:16.7,76717
6,6,62,10,01:16.8,76805
6,6,63,10,01:16.8,76817
6,6,64,10,01:17.3,77254
6,6,65,10,01:17.1,77077
6,6,66,10,01:16.8,76829
6,6,67,10,01:17.2,77231
6,6,68,10,01:16.8,76826
6,6,69,10,01:16.9,76870
6,6,70,10,01:17.1,77108
6,6,71,10,01:32.0,91972
6,6,72,10,01:22.5,82505
6,6,73,10,01:15.8,75792
6,6,74,10,01:16.9,76919
6,6,75,10,01:16.9,76911
6,6,76,10,01:20.8,80768
6,16,1,14,01:36.4,96360
6,16,2,14,01:22.2,82170
6,16,3,14,01:21.1,81092
6,16,4,14,01:21.0,80964
6,16,5,14,01:20.1,80084
6,16,6,14,01:21.1,81123
6,16,7,14,01:21.6,81624
6,16,8,15,01:24.3,84296
6,16,9,15,01:23.9,83885
6,16,10,16,01:25.1,85050
6,16,11,17,01:40.4,100401
6,16,12,18,01:25.1,85106
6,16,13,18,01:18.7,78679
6,16,14,18,01:18.8,78817
6,16,15,18,01:18.2,78224
6,16,16,17,01:19.2,79167
6,16,17,17,01:18.4,78405
6,16,18,17,01:17.8,77821
6,16,19,17,01:17.8,77754
6,16,20,17,01:17.5,77536
6,16,21,17,01:17.7,77719
6,16,22,17,01:17.9,77946
6,16,23,17,01:17.9,77853
6,16,24,17,01:17.5,77514
6,16,25,17,01:18.1,78135
6,16,26,17,01:17.3,77258
6,16,27,17,01:17.3,77303
6,16,28,17,01:17.5,77491
6,16,29,16,01:17.5,77528
6,16,30,16,01:19.7,79695
6,16,31,16,01:17.5,77464
6,16,32,16,01:17.3,77295
6,16,33,16,01:17.2,77212
6,16,34,16,01:16.8,76758
6,16,35,16,01:17.2,77240
6,16,36,16,01:17.7,77748
6,16,37,16,01:17.3,77253
6,16,38,16,01:17.6,77619
6,16,39,16,01:17.6,77581
6,16,40,16,01:17.6,77609
6,16,41,16,01:21.2,81178
6,16,42,16,01:19.6,79583
6,16,43,16,01:18.6,78617
6,16,44,16,01:19.3,79293
6,16,45,16,01:16.9,76939
6,16,46,16,01:17.0,76987
6,16,47,16,01:16.6,76646
6,16,48,16,01:16.8,76826
6,16,49,16,01:42.2,102190
6,16,50,16,01:22.6,82579
6,16,51,16,01:17.5,77474
6,16,52,15,01:17.2,77195
6,16,53,15,01:16.8,76753
6,16,54,15,01:16.5,76490
6,16,55,15,01:16.4,76377
6,16,56,15,01:16.3,76312
6,16,57,15,01:16.3,76265
6,16,58,15,01:16.3,76322
6,16,59,15,01:16.6,76599
6,16,60,15,01:16.6,76601
6,16,61,15,01:17.4,77359
6,16,62,15,01:17.5,77501
6,16,63,15,01:16.8,76834
6,16,64,15,01:16.5,76469
6,16,65,15,01:16.9,76903
6,16,66,15,01:16.2,76245
6,16,67,15,01:16.4,76368
6,16,68,15,01:18.2,78238
6,16,69,15,01:18.0,77996
6,16,70,15,01:16.7,76675
6,16,71,15,01:16.6,76571
